tau1,tau2,tau3,tau4,p2,p3,p4,g1,g2,g3,g4,stabf
4.600766697,8.71977576,0.734549216,3.679467294,-1.24231529,-1.62226297,-1.130996704,0.486115056,0.802381743,0.605951887,0.440777548,1
4.274531228,5.506295962,5.678408636,1.612675073,-1.641391528,-1.533426281,-0.682518206,0.883419639,0.770805783,0.477771905,0.443672228,0
6.977100646,3.317361105,2.996786284,6.19063027,-1.210018999,-0.563045753,-1.566744058,0.192619263,0.195457695,0.543855456,0.561227977,1
0.943676758,6.333566499,1.794294518,3.066945833,-1.093527077,-1.531330088,-1.130429639,0.232251814,0.991651538,0.330952337,0.11793316,1
3.1605694,2.940190925,4.678001253,4.70310871,-1.851511585,-0.998939158,-0.533660581,0.391035365,0.865200922,0.962227969,0.100996036,0
9.19807086,0.966367268,8.614027491,8.096394313,-0.792974991,-1.292726136,-1.94255695,0.183639357,0.061107926,0.404739947,0.898649676,0
8.626810049,6.458155164,2.632020635,9.583761991,-0.96755122,-0.993549992,-0.813350998,0.167221377,0.279672858,0.759230488,0.787809157,0
4.578166187,3.126374891,5.471068811,9.063821802,-0.639508251,-0.630538326,-1.806203582,0.389421655,0.746724796,0.06943443,0.855085659,0
9.770842997,8.662834128,1.311068253,8.226189332,-1.990693686,-0.593043568,-1.011561812,0.875008481,0.60825006,0.11022595,0.192650836,0
3.6708315,2.656325687,6.436224474,6.836354369,-1.582138181,-1.162143795,-1.101144913,0.350499442,0.110639679,0.165921257,0.102693048,1
7.217495378,9.705712532,9.136573135,7.874681341,-1.366948082,-0.533106317,-0.507365438,0.744307371,0.20145806,0.193373241,0.120486446,0
2.128885605,3.427283599,0.884730788,2.011325325,-1.602604576,-0.982270505,-1.25301653,0.803805877,0.727074758,0.624693018,0.979119054,0
9.243383509,9.199314043,3.847729027,8.308575923,-0.862823628,-1.49115294,-1.294117218,0.916280067,0.455359516,0.532878263,0.760015079,0
6.128190295,3.293836993,7.985054741,9.435345164,-0.729597118,-1.702111349,-1.724248564,0.958988778,0.644019507,0.359461749,0.226977848,0
6.365910084,4.782678209,0.920335368,2.403258669,-0.756848462,-1.458633639,-1.538340504,0.938355279,0.292778542,0.263803042,0.174280931,1
1.262475083,7.680386103,6.987935977,7.895122238,-0.706253166,-1.598638643,-1.489535779,0.59206344,0.488409154,0.731081034,0.12973709,0
1.60088142,9.927512817,7.188713828,6.540831046,-1.806230752,-1.869187227,-1.791504419,0.167991329,0.653817559,0.644693325,0.541699142,0
9.260280818,3.828432394,7.564003888,5.719265497,-1.543560041,-0.905786386,-1.694923088,0.928479003,0.4245955,0.528888926,0.175898919,0
9.543882757,4.102943969,5.320325485,1.443368298,-0.620725833,-1.723881213,-1.480497448,0.224339259,0.183702791,0.868525549,0.656398559,1
2.894527057,2.177404674,3.734420398,1.861327249,-0.848114919,-1.252974686,-0.761647963,0.492082099,0.347174939,0.36331976,0.085469139,1
3.661891995,3.951534599,7.889212212,1.771012574,-0.988713984,-0.632900316,-1.824040488,0.356398475,0.222500312,0.411255108,0.18990381,1
4.03232676,8.069244513,0.737446186,1.013884464,-0.934778486,-1.319127115,-1.916243448,0.684912035,0.911180659,0.615400602,0.913698102,1
9.58742809,5.891258465,3.859561323,8.499053288,-1.77555874,-1.548344523,-0.941379843,0.189522857,0.696967261,0.739298969,0.241728585,0
0.632293503,5.354704369,1.997297735,0.74266146,-0.590375643,-1.448914995,-0.79236366,0.280903023,0.695025476,0.705679946,0.585879565,1
7.759363955,8.075143545,7.381665732,4.223248829,-1.722577252,-0.806245817,-1.497032844,0.574398317,0.378958114,0.798143777,0.847904759,0
3.404411123,2.019002347,9.076831797,7.932179695,-1.936072598,-1.982865002,-1.122522123,0.954594502,0.358004631,0.238267609,0.503572027,0
8.076195634,6.808359151,3.276209713,3.873230393,-1.564736975,-1.176625591,-1.464175866,0.749157284,0.746487871,0.711232551,0.413280364,0
4.549582201,5.207327411,2.457668119,7.381970512,-0.97859588,-0.696890884,-0.896428772,0.97458983,0.488103746,0.09781468,0.495762919,0
5.04904727,6.479657054,5.775835273,7.089734726,-0.802283267,-0.54387419,-0.805774219,0.453014962,0.220482621,0.836403891,0.34817475,0
1.072405527,1.431496863,4.362070937,3.127862192,-1.928428407,-1.011933019,-1.360727344,0.136756657,0.194730356,0.340122603,0.934457922,1
9.347114875,2.219222508,7.641613859,1.761226082,-1.658403561,-1.7642656,-0.979771183,0.305372482,0.800013406,0.284782629,0.429647564,1
1.69210564,4.167241186,3.594634642,8.400980093,-1.994970936,-1.604870736,-1.876383749,0.111574398,0.488639944,0.670933098,0.862543772,0
4.591328366,8.955678644,3.933016847,9.383742781,-1.070360072,-1.261498419,-0.734899852,0.471140849,0.194535735,0.33938494,0.496304377,0
3.437053841,3.194032874,2.811482636,6.42124979,-1.040700631,-1.824012142,-1.46348111,0.79588822,0.888236846,0.104522966,0.662654801,0
1.414534698,5.15491857,7.858175439,2.158684966,-1.972098082,-1.885897142,-0.996287375,0.82947908,0.421644371,0.756393559,0.380921987,1
1.662936388,1.90944091,6.211250744,4.599645682,-1.1567117,-0.836277079,-1.792449705,0.911064881,0.450189833,0.249208202,0.615179579,1
9.420095146,5.456608581,9.173733263,8.95168706,-1.563631523,-0.73878038,-1.776814979,0.302833178,0.58992791,0.392484024,0.318015195,0
9.140490468,5.523267923,4.786141375,0.701014347,-1.600152051,-1.537855075,-0.651686821,0.313842728,0.340596549,0.365741178,0.143777947,1
8.505406176,1.711694421,6.658156375,4.157992944,-1.526138601,-1.351669909,-1.981217525,0.828236522,0.1952832,0.121008666,0.789457287,0
2.202124225,4.350369913,6.822642143,8.426951044,-0.57344667,-0.919459831,-1.620408973,0.692300572,0.258250556,0.195817991,0.718525729,0
8.15316736,3.47378637,4.250319801,3.163665,-1.954274608,-1.392261777,-0.994159251,0.636441165,0.72869611,0.646154481,0.299504135,0
3.167261322,1.097418898,8.965987144,1.208158465,-0.774864385,-1.771118055,-1.936030891,0.466536207,0.938068901,0.545789264,0.63442057,1
8.97070198,8.351679579,7.629883357,2.614808248,-1.855053825,-1.312097738,-1.888781979,0.60024339,0.405585622,0.535051803,0.355608742,0
6.240912195,8.783792038,9.038283326,6.383522159,-1.965095304,-0.515243295,-1.210661182,0.853170948,0.239379264,0.210815875,0.786271321,0
4.281188726,1.358034099,3.850759379,4.746635008,-1.245367903,-1.737650386,-1.890014255,0.858087889,0.770905995,0.525286401,0.089524242,0
7.621798185,3.377200645,6.951291198,3.259877059,-1.706870963,-1.140610999,-0.818117882,0.885967548,0.102844283,0.574708631,0.982911649,0
1.241992702,1.306781025,9.094652513,5.542807907,-0.62261371,-1.074876466,-1.645955546,0.085158928,0.277706347,0.060900264,0.766129732,1
7.181210696,9.177124176,4.783240998,5.023131419,-1.778599868,-1.312611886,-1.567296071,0.738062339,0.926698315,0.256256724,0.47922577,0
0.687309805,7.883113916,6.975663927,2.817282794,-1.275838688,-0.927547718,-1.892796872,0.899904003,0.111801147,0.835390936,0.478787494,1
4.661827882,0.675970762,7.339424255,0.562237285,-0.770332473,-1.015727109,-0.808648046,0.927992233,0.419800487,0.735954703,0.284910633,0
9.922678289,8.844015681,2.437070715,5.672239856,-0.846892384,-0.863908513,-1.483939852,0.34938399,0.222834965,0.407799747,0.722767303,0
5.131873007,3.438680455,1.176020113,5.508773879,-1.441257086,-1.302665826,-1.669061556,0.975768854,0.692420164,0.674550772,0.244061443,0
1.314772529,1.578939498,0.968154579,5.503858645,-1.538580186,-0.627895267,-0.510950294,0.629804581,0.242388994,0.963956697,0.678560559,1
8.828250995,8.259199528,9.205801907,3.588760402,-0.525294619,-0.793034819,-1.79113582,0.358354498,0.455040337,0.501782707,0.559515346,0
6.070858216,5.347953762,1.13729762,8.935720878,-0.72591868,-0.878174084,-1.61389818,0.056103831,0.27616776,0.878282738,0.771850753,1
1.601495932,8.203480647,4.318429258,7.347211223,-1.552601661,-1.727097429,-0.91943057,0.431403268,0.360436222,0.280970269,0.763901615,0
1.729310028,1.926834013,3.498238883,8.963863811,-1.287770935,-1.410855326,-0.543317433,0.380391526,0.925715785,0.310095935,0.953461034,1
6.748554465,8.342408356,5.135217413,9.375345073,-1.92301375,-1.625368425,-1.421343817,0.43711607,0.760006229,0.225414351,0.187573229,0
6.155280499,2.547096704,5.090877648,6.45499959,-1.90197475,-1.713917341,-0.855507671,0.642105763,0.649927464,0.777242721,0.157379991,0
3.981440962,1.920933122,8.177591063,7.797952298,-1.740270243,-1.11258288,-0.507817579,0.432965649,0.666947513,0.892939485,0.36246568,0
7.81986128,5.500797869,6.839259109,8.245058864,-1.79387699,-1.194531817,-1.688751353,0.330017176,0.807726047,0.987057708,0.280513382,0
9.559362799,7.033336892,3.849180708,2.127213358,-0.631240737,-0.690736445,-1.597417874,0.201150627,0.321725926,0.708899239,0.846920213,1
3.904441956,8.053536672,7.038554298,2.851827257,-0.620184828,-1.168069785,-1.285610833,0.485147809,0.051841045,0.057119329,0.449610088,1
1.284397298,7.209266348,0.869786096,8.858848376,-1.714713982,-1.107811656,-0.944222581,0.692259452,0.155349064,0.904098812,0.183388438,1
0.546889615,3.405794253,1.295823685,1.204250764,-0.55789885,-0.936613161,-1.47585653,0.330147212,0.711394775,0.460350954,0.592513818,1
6.861987787,5.793802536,5.022808823,3.474359417,-1.56978645,-1.399613503,-0.989072265,0.868423894,0.601934869,0.108359484,0.96206023,0
9.145919452,2.099545695,6.024500794,0.93347507,-1.358662134,-0.694162975,-1.807614019,0.635251864,0.234850253,0.499277008,0.789588032,1
2.192112,2.352219996,9.957073579,1.455012788,-0.765162961,-0.640167805,-0.770313221,0.92336924,0.437318617,0.058361504,0.539651832,1
3.73611443,2.087517032,3.174402057,6.345131905,-1.167299824,-0.532929127,-1.068275679,0.560103249,0.899591779,0.302676121,0.063910346,1
7.721816375,6.666338515,4.893023121,3.858982932,-1.232410896,-1.122814588,-1.032113146,0.666843416,0.711518089,0.266854306,0.540635624,0
8.684156094,9.200328519,4.079968945,4.905096761,-1.378943589,-1.370757716,-1.582738964,0.887042281,0.277264596,0.965483444,0.37432451,0
7.545258992,6.563835514,2.175816264,8.674814217,-1.418362322,-0.899580756,-0.843339975,0.77511405,0.206641953,0.934107096,0.64618984,0
4.740635097,6.824981081,1.832374584,4.726417174,-1.56580468,-1.996631842,-1.913631437,0.731416404,0.996594114,0.573916905,0.071561491,0
6.609079519,9.751988941,2.403067584,2.728680969,-1.819016169,-1.159351229,-0.630315878,0.124168155,0.231423363,0.596359133,0.430449738,1
1.879375059,8.564034269,6.196389716,6.36016513,-1.205609432,-1.953398087,-0.582522555,0.061802339,0.466799526,0.217291472,0.381037226,1
2.190743174,9.459664899,6.566938869,1.97107057,-0.857954151,-0.63520013,-0.82930791,0.275141405,0.485457635,0.742255535,0.366348484,0
5.174666091,5.250070404,9.598103562,6.133062748,-1.324818662,-1.47242305,-1.134002229,0.92086052,0.703517295,0.832447953,0.227016112,0
1.924996667,1.363373379,8.532540783,7.33982939,-0.752498684,-1.111022976,-1.678453745,0.835413003,0.922351985,0.421725532,0.63735366,1
1.430991675,2.526635032,9.838134648,4.61907987,-1.182949762,-0.962737014,-0.758813942,0.863129536,0.435719743,0.416785321,0.940634564,1
4.84252193,4.084520368,3.757942786,5.316268612,-1.277328856,-0.592638369,-1.160369441,0.150115111,0.293572563,0.238620848,0.50314676,1
9.353127896,7.690796403,7.602770955,2.292559215,-1.721838254,-0.791528762,-1.232986449,0.053621716,0.895444305,0.562016163,0.453200369,0
8.311995741,1.632841404,4.818216841,8.275158014,-1.122231479,-1.424509022,-0.51619049,0.366079243,0.671398746,0.816260258,0.656803612,0
5.811842612,7.334735845,1.561063759,8.561689392,-1.665613443,-1.074747838,-0.604710314,0.217872041,0.660064081,0.870146729,0.576260435,0
4.088689394,8.429812901,6.398522813,6.353050212,-1.11094759,-1.786437808,-1.192118494,0.902021462,0.5227926,0.65302022,0.330478482,0
6.342677819,0.954887401,3.264047758,9.772080455,-1.647406889,-0.710741846,-1.539075669,0.577606763,0.809386566,0.246046489,0.326749731,1
3.025592669,5.853357193,7.015012571,5.85976706,-1.282772101,-0.828136795,-1.376932438,0.971595041,0.860527208,0.847100492,0.640415795,0
8.56111116,8.600047489,8.253172544,8.456023143,-1.483686623,-1.656038418,-1.979812192,0.897065895,0.082626824,0.295440321,0.328899512,0
0.641619699,9.147634041,9.180076756,5.980857982,-1.594942563,-1.091798533,-1.105387258,0.571042285,0.29738818,0.933312182,0.695463003,0
1.12007271,5.035342333,7.995665575,6.953482994,-1.343788769,-0.911572179,-0.825537845,0.400063248,0.469999356,0.691841889,0.752161471,0
3.97548434,4.643120464,2.810587094,3.151636025,-0.922920405,-0.804449352,-1.736097954,0.788413005,0.75160957,0.403295856,0.336977075,0
9.897265393,3.637843663,4.290064622,8.607477727,-1.540616613,-0.733605368,-0.972469991,0.514474201,0.454052058,0.888527848,0.57734285,0
4.202326678,4.773578437,2.242437544,7.166649264,-0.797185567,-1.788086286,-1.030081922,0.763106328,0.627757503,0.191865065,0.49902547,0
7.330511153,3.045284387,4.372447295,6.332623514,-1.051090993,-0.949051714,-1.013059381,0.309816143,0.39538231,0.729459338,0.37158786,0
0.534864296,9.697385812,0.511277098,8.996350833,-0.925156839,-1.128566178,-1.796478544,0.535203167,0.992807503,0.738912075,0.526348356,1
6.825139646,8.686478131,8.944674025,8.954813952,-1.387516588,-0.860261106,-1.930866406,0.602000611,0.389331383,0.996450633,0.196115371,0
0.597974428,4.377482468,1.937376195,4.338145513,-1.739437494,-0.813359163,-1.234249123,0.883718261,0.608002976,0.863990338,0.49820931,1
4.631195368,3.096960969,7.101605775,0.782230659,-1.103263468,-1.723643793,-1.436301049,0.208396807,0.100347373,0.728569648,0.971218753,1
5.827787164,7.710059847,2.088682844,2.352598562,-0.635905972,-0.586991485,-1.630226123,0.338944462,0.480957801,0.228401738,0.922897842,1
5.068155325,9.726980415,3.269728919,4.43960275,-0.59133286,-1.328996206,-1.438885418,0.976179636,0.983982277,0.119156583,0.115774335,0
2.641229579,1.119178741,3.27973831,6.698499356,-1.332114852,-0.610010821,-0.620630354,0.164808789,0.154891102,0.725620524,0.995422922,0
3.875584064,5.027942589,8.982092321,8.434928652,-1.040126639,-1.393558271,-1.76298656,0.401652345,0.171357603,0.839328189,0.463441645,0
6.258620492,3.032667044,5.530042479,7.444677611,-0.559547661,-1.503333328,-1.647783879,0.962730899,0.888796683,0.126749769,0.331902691,0
2.317045102,1.117903738,5.275024241,8.209058472,-1.069594486,-0.56580208,-1.760213749,0.21406965,0.39991155,0.575225988,0.778766109,0
4.866343969,5.868593068,7.20608445,7.329909883,-0.600784828,-0.716567794,-1.363504771,0.072038588,0.058758087,0.665253008,0.623228345,0
2.315920344,8.328210751,2.020731748,4.523612051,-1.675618359,-1.365334175,-1.547608276,0.687463437,0.326954433,0.405456562,0.952117156,0
8.967922561,8.724641109,2.006445674,0.827205914,-1.390608274,-1.610439067,-1.121600432,0.519033321,0.677101504,0.235331973,0.860599976,1
6.495276061,0.68358551,2.886261048,2.225133188,-0.513450511,-0.982700784,-1.975000995,0.964349275,0.465348604,0.420258041,0.77318872,1
1.488542668,8.636890652,9.090909497,1.406091015,-0.656299791,-0.678013933,-0.892504514,0.2819211,0.240690623,0.275943286,0.5725912,1
2.721149855,7.753131821,2.156705244,1.271850908,-1.980067938,-1.070617204,-0.644005829,0.89806829,0.788156049,0.150269594,0.632703509,1
3.397862534,5.365411897,2.716870331,7.423076664,-1.336505577,-0.939344712,-1.575972288,0.118984517,0.464619863,0.690060237,0.596677889,0
2.273252465,4.184553986,8.342004332,4.479165828,-1.145869416,-1.594285501,-0.953679938,0.130342615,0.059824932,0.920207525,0.352264129,0
5.831164376,1.747234361,7.261189511,5.205277573,-1.346674776,-1.255573666,-0.661391689,0.544256982,0.23339223,0.169253725,0.643727503,0
8.512787413,0.793135412,5.749353339,8.139330624,-1.092836981,-1.232625361,-0.906358054,0.38782242,0.707965301,0.351056562,0.39320414,1
4.144866445,1.874488621,3.210277787,2.305137776,-1.591834513,-0.514441728,-0.804265302,0.334546139,0.776971674,0.051560447,0.276822455,1
2.530181902,6.392959964,7.062824363,6.126370103,-1.479130993,-0.935724989,-1.305312529,0.057513937,0.917899943,0.685429656,0.556530077,0
3.691991446,6.346660619,4.584964001,8.266957414,-1.100981772,-0.690469815,-0.814959829,0.844190671,0.531022518,0.746200282,0.653501225,0
1.680110352,3.291673196,3.511277845,6.725645234,-1.161932395,-0.981095419,-1.284127544,0.612670804,0.416826255,0.701971228,0.176491723,1
1.09395692,9.522390267,7.127536206,5.445142588,-0.519665051,-1.459576989,-1.445430685,0.886364769,0.504771124,0.181855708,0.352083328,1
9.554097604,6.625059177,9.89628852,4.121128385,-0.757897136,-1.813831376,-1.45875063,0.512356026,0.942063771,0.767771011,0.617934356,0
7.291729452,1.153306639,1.30503767,6.479708562,-1.900302553,-0.564353463,-1.598489317,0.745316567,0.082858185,0.305595973,0.081728233,1
8.61375954,0.615666252,2.170693277,5.346549222,-1.942618432,-1.628596137,-1.409560758,0.658738318,0.455825495,0.136090234,0.193694221,1
4.472615175,4.713607387,1.981333202,2.045800408,-0.870895804,-1.446374911,-1.946410029,0.473278441,0.91970464,0.756711319,0.505752645,0
3.810672826,2.069270988,8.538149527,5.375881029,-1.362452277,-1.046875911,-1.645585995,0.95291046,0.391410044,0.05512306,0.816739925,0
0.66261627,7.475845255,1.301469282,7.715133041,-0.59028832,-1.834809933,-1.27732078,0.841428528,0.618271274,0.249346117,0.064695685,1
9.499857246,6.568220064,9.799967134,4.708758751,-1.533640865,-0.608138636,-1.92970547,0.98101468,0.522422651,0.236502627,0.79810949,0
7.582750017,3.110271376,9.877095071,7.698347563,-1.987422905,-1.163072887,-1.835098501,0.22753288,0.215150022,0.391041448,0.671031602,0
1.25783293,2.016357461,8.987788246,6.490010379,-1.324240484,-0.760505442,-1.167476608,0.50370676,0.539533931,0.922905307,0.735365718,0
5.383739697,7.37430839,7.778700753,5.520997132,-1.40184357,-1.362891988,-1.644318984,0.882818984,0.365667158,0.413383176,0.952653213,0
8.610910555,2.11923648,9.038752791,9.445333266,-0.977123989,-1.052052269,-1.10671485,0.732062916,0.40444088,0.326271695,0.166501118,0
9.249730969,5.764306099,2.728872765,6.903394102,-1.828247352,-1.840799482,-1.225874021,0.807307544,0.30316023,0.768123954,0.087940182,0
2.144068268,9.484059356,6.241456355,3.399904401,-1.758962277,-1.40190001,-1.279239803,0.384948606,0.116136779,0.286330161,0.306982641,1
8.741596376,6.823560438,1.067891029,1.670482674,-1.628510241,-0.627193298,-0.924986168,0.894755473,0.704244141,0.132927514,0.916387854,0
3.93081402,9.584033838,2.52119494,8.928398395,-0.960188849,-1.893756648,-1.034194913,0.214723241,0.855170261,0.396422379,0.581940057,0
3.611261072,2.823969133,6.44358348,5.580118699,-1.69144071,-1.771055829,-1.953229177,0.704398155,0.059245649,0.793312636,0.306138662,0
5.803303716,4.288808478,3.735689845,7.741088564,-1.496376366,-1.020636654,-1.436010027,0.389038197,0.354210728,0.243502648,0.610836986,0
1.027578536,9.17779404,6.326000807,2.410311836,-0.78811764,-1.880772957,-0.536697487,0.774075903,0.071994684,0.194492657,0.963285269,1
7.077548505,3.866134871,4.296994945,6.663933599,-1.990879128,-0.614290356,-1.101840691,0.934534865,0.917022081,0.270589938,0.676131686,0
7.183443752,5.205401796,3.854426353,1.402285557,-1.576638431,-1.021183068,-1.258781273,0.455986513,0.079953734,0.283046573,0.416833091,1
7.731898301,1.618283606,0.737724519,8.655977414,-0.963572535,-1.832002112,-1.153394455,0.832091697,0.060910028,0.12170567,0.107187183,1
3.117515991,4.810396713,1.685231511,0.959933842,-1.376757006,-1.094314568,-0.694740458,0.091315211,0.178647167,0.859498173,0.08650444,1
5.709182699,6.089803377,4.500712255,8.915415838,-1.791620398,-1.013847353,-1.712494415,0.644397575,0.798706008,0.558301187,0.80476842,0
0.548883258,4.119928021,4.122329506,6.356629251,-0.558174924,-1.78427089,-0.601722653,0.47501134,0.227047665,0.663182319,0.407916784,1
7.35497855,4.26286475,5.653574634,8.28216115,-1.46496179,-1.270425161,-0.551101208,0.267384985,0.271038123,0.438167182,0.327272758,0
8.854113936,6.992283356,5.446610837,5.151819901,-1.884910904,-0.867813082,-0.958285262,0.578654522,0.536680164,0.422029271,0.252034346,0
4.43186424,3.633723484,8.07405126,1.501722024,-1.725722712,-0.985926728,-0.508983491,0.097597014,0.981965205,0.513594026,0.173443999,1
7.669007508,8.469195814,2.282896615,7.846981535,-1.85436633,-1.982413073,-1.597712415,0.875642953,0.798985731,0.908267677,0.175803666,0
3.340777236,2.438377308,9.089390346,4.551966306,-0.880895734,-0.809622308,-0.774649935,0.544962211,0.233300724,0.135187772,0.459356142,1
9.454085282,4.551308766,6.338836554,1.537013764,-1.70131889,-1.924845674,-0.637386337,0.623410625,0.853274987,0.467220972,0.914992828,0
8.372775109,8.350402058,0.825197482,9.664293943,-0.834858382,-1.693719016,-0.70691933,0.131686553,0.324148314,0.133872244,0.554876035,0
5.813046649,5.607994133,8.315719673,7.902158307,-0.944323947,-1.219286172,-1.718614385,0.098317893,0.297343558,0.776069219,0.09940522,0
2.81289364,2.131886005,9.314127113,8.78987724,-1.972621961,-1.063493742,-1.339720725,0.352193986,0.761183,0.733509115,0.215341503,1
3.0383876,4.398749109,1.706951104,8.049611511,-1.334206621,-0.688976649,-1.997327383,0.532279678,0.607065141,0.203880845,0.567894594,0
7.655190706,9.918714851,4.942289583,3.334227553,-0.967389321,-1.580019464,-1.467142414,0.821670596,0.953297475,0.78642657,0.924544917,0
7.722160791,2.569281863,5.865606578,1.568310797,-1.627616313,-1.335765466,-0.646378229,0.342769129,0.35168013,0.417475679,0.292233646,1
5.650087887,7.856742793,3.635466591,6.388242279,-0.848482029,-1.086572994,-1.867998111,0.573802831,0.663376036,0.45748388,0.99228177,0
6.870537998,4.969814081,4.757102842,3.158074397,-0.722914342,-0.648303749,-1.665159622,0.306552578,0.812096654,0.056646716,0.609244693,0
9.449278218,7.116661828,3.515336855,4.142654846,-1.578434699,-1.819982745,-0.732357445,0.434546351,0.116329749,0.319929744,0.929627805,0
2.065190273,7.440269999,7.133704639,7.515154488,-1.150131717,-1.089993806,-1.024508336,0.110867883,0.928003972,0.273245373,0.765039,0
4.692189717,0.654522706,3.559317578,7.115620481,-0.926061406,-0.549677667,-1.452822053,0.698150944,0.426233868,0.629875196,0.658910981,0
6.518845136,4.160712198,5.960602308,7.974533431,-0.810126646,-1.23757354,-0.714127478,0.934969364,0.387556647,0.864417435,0.483761425,0
5.05782772,5.830425529,5.619393793,8.589555092,-1.838363246,-0.861690283,-0.85702629,0.103696701,0.299408894,0.230406844,0.370671511,1
5.662358743,8.51362926,2.362119,7.64447013,-0.903661061,-1.338709364,-1.374590772,0.18878741,0.813022327,0.845254945,0.648387121,0
2.319466035,4.472962057,6.119199615,6.427068509,-1.204828955,-1.162429178,-1.282747821,0.491945994,0.34424421,0.951836522,0.999575727,0
8.862522074,9.56998985,9.19064857,8.234791907,-0.552926513,-1.908354858,-1.6369314,0.700654896,0.282863074,0.182641639,0.104984255,0
0.962351242,2.892453294,8.936276155,4.983768775,-1.444767967,-0.508807239,-1.470413745,0.502177155,0.137076266,0.7473202,0.166255094,1
8.608400783,8.716731355,3.056512481,9.627459439,-0.553452503,-0.793533358,-1.177782675,0.968966789,0.091185288,0.250412697,0.354474649,0
6.395703934,7.47733252,9.619824656,7.212261698,-0.808106802,-1.311354961,-0.853147195,0.78713657,0.34605586,0.935849074,0.653080109,0
8.349477336,1.112093763,9.752352328,5.409230488,-0.610097904,-0.977052068,-0.657960649,0.711006493,0.46106931,0.879100867,0.780505509,0
5.326902029,3.362409549,9.927500852,4.091101615,-0.88244352,-0.917481542,-0.658245184,0.85509413,0.389087049,0.853869776,0.218904149,0
4.52085438,7.216038895,8.59564285,6.444320886,-1.737228705,-1.37980325,-1.014538861,0.292859278,0.788801721,0.13907137,0.345662831,0
9.541500848,7.417874551,5.587314678,3.37646491,-0.831258954,-0.650940327,-1.439355168,0.457515728,0.697707012,0.685508143,0.349120253,0
4.864751565,4.762437523,3.402176895,0.999443539,-1.508790912,-1.986130682,-1.383972456,0.577479783,0.651830535,0.412659273,0.296980076,0
9.797657864,6.107769245,7.835123527,5.5874001,-1.680532459,-1.941474771,-1.749648362,0.424158195,0.891186513,0.16024612,0.233551464,0
4.12684476,2.017533684,8.726299867,1.143324417,-1.456015261,-1.655576111,-0.556897462,0.357632016,0.172204952,0.661255384,0.921857129,1
7.23233718,0.930725155,9.832971435,1.133978435,-0.618832888,-0.952959275,-1.449842631,0.477160483,0.601168983,0.460484754,0.206120309,1
0.627746862,2.267847573,8.256439146,9.417534511,-1.492417489,-1.393317167,-1.818222637,0.755050645,0.126831118,0.346220159,0.435969653,1
2.558277414,3.641368148,4.98119417,5.893379628,-1.789418802,-1.093818928,-0.790472819,0.087116383,0.482656406,0.30655793,0.254945457,1
3.944144703,4.734517727,2.281748872,5.309877289,-1.598744069,-1.062511968,-1.387961834,0.686450927,0.542708453,0.535420756,0.946590254,0
4.996241222,5.387384033,8.358215972,8.706849831,-1.210321791,-1.253235625,-1.874920312,0.42197607,0.208327729,0.243200261,0.401005667,0
2.866351891,2.09291606,6.866498495,3.061062524,-1.774706826,-1.027471358,-0.596601693,0.542000028,0.278568383,0.71703457,0.420692355,1
4.041796409,6.923910932,8.5740588,7.575478278,-1.889413459,-0.983729394,-1.13758865,0.886683409,0.356617259,0.51934884,0.653184024,0
3.446367195,7.965923785,1.370692311,6.931670733,-0.676407965,-1.487074377,-0.967335677,0.804955348,0.599680904,0.43692784,0.726798522,0
7.769816368,8.283726694,1.505340471,1.820210548,-1.700617256,-1.750464413,-1.999449197,0.524643053,0.70676892,0.34192423,0.928352005,1
